kind	class	method	param	index	uri	reason	annotation	rootClass	rootMethod
FIELD	jadx.core.dex.nodes.MethodNode	null	blocks	null	/tmp/projects/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/MethodNode.java	METHOD_NO_INIT	nullable	jadx.core.dex.nodes.MethodNode	null
FIELD	jadx.core.dex.nodes.MethodNode	null	exitBlock	null	/tmp/projects/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/MethodNode.java	METHOD_NO_INIT	nullable	jadx.core.dex.nodes.MethodNode	null
FIELD	jadx.core.dex.nodes.MethodNode	null	sVars	null	/tmp/projects/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/MethodNode.java	METHOD_NO_INIT	nullable	jadx.core.dex.nodes.MethodNode	null
FIELD	jadx.core.dex.nodes.MethodNode	null	exceptionHandlers	null	/tmp/projects/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/MethodNode.java	METHOD_NO_INIT	nullable	jadx.core.dex.nodes.MethodNode	null
FIELD	jadx.core.dex.nodes.MethodNode	null	loops	null	/tmp/projects/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/MethodNode.java	METHOD_NO_INIT	nullable	jadx.core.dex.nodes.MethodNode	null
FIELD	jadx.core.dex.nodes.MethodNode	null	codeReader	null	/tmp/projects/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/MethodNode.java	ASSIGN_FIELD_NULLABLE	nullable	jadx.core.dex.nodes.MethodNode	MethodNode(jadx.core.dex.nodes.ClassNode,jadx.api.plugins.input.data.IMethodData)
FIELD	jadx.core.dex.nodes.MethodNode	null	blocks	null	/tmp/projects/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/MethodNode.java	ASSIGN_FIELD_NULLABLE	nullable	jadx.core.dex.nodes.MethodNode	unload()
FIELD	jadx.core.dex.nodes.MethodNode	null	exitBlock	null	/tmp/projects/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/MethodNode.java	ASSIGN_FIELD_NULLABLE	nullable	jadx.core.dex.nodes.MethodNode	unload()
METHOD	jadx.core.dex.nodes.MethodNode	getInstructions()	null	null	/tmp/projects/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/MethodNode.java	RETURN_NULLABLE	nullable	jadx.core.dex.nodes.MethodNode	getInstructions()
METHOD	jadx.core.dex.nodes.MethodNode	getEnterBlock()	null	null	/tmp/projects/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/MethodNode.java	RETURN_NULLABLE	nullable	jadx.core.dex.nodes.MethodNode	getEnterBlock()
METHOD	jadx.core.dex.nodes.MethodNode	getRegion()	null	null	/tmp/projects/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/MethodNode.java	RETURN_NULLABLE	nullable	jadx.core.dex.nodes.MethodNode	getRegion()
METHOD	jadx.core.dex.attributes.AttrNode	<T>get(jadx.api.plugins.input.data.attributes.IJadxAttrType<T>)	null	null	/tmp/projects/jadx/jadx-core/src/main/java/jadx/core/dex/attributes/AttrNode.java	RETURN_NULLABLE	nullable	jadx.core.dex.attributes.AttrNode	<T>get(jadx.api.plugins.input.data.attributes.IJadxAttrType<T>)
METHOD	jadx.core.dex.instructions.args.RegisterArg	getSVar()	null	null	/tmp/projects/jadx/jadx-core/src/main/java/jadx/core/dex/instructions/args/RegisterArg.java	RETURN_NULLABLE	nullable	jadx.core.dex.instructions.args.RegisterArg	getSVar()
